date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2026-02-25,,0.4188,bmo,4,,2111025644.0,APG,2025
2026-02-25,,0.0882,bmo,4,,789471156.0,UWMC,2025
2026-02-25,,0.6508,amc,4,,1864084532.0,APA,2025
2026-02-25,,1.0797,bmo,4,,550982128.0,FSS,2025
2026-02-25,,-0.0102,amc,4,,1848447570.0,ARKO,2025
2026-02-25,,-0.1224,bmo,4,,1405588896.0,LINE,2025
2026-02-25,,0.3333,amc,4,,241491000.0,CWT,2025
2026-02-25,,-0.1224,bmo,4,,68559555.0,CLDT,2025
2026-02-25,,0.5128,bmo,4,,134922795.0,MGPI,2025
2026-02-25,,0.0102,bmo,4,,51951996.0,IRWD,2025
2026-02-25,,0.3427,amc,4,,144874680.0,CPRX,2025
2026-02-25,,0.698,amc,4,,1029550168.0,VICI,2025
2026-02-25,,1.5328,amc,4,,1269470498.0,ZM,2026
2026-02-25,,0.5457,bmo,1,,225055350.0,PLAB,2026
2026-02-25,,1.6644,amc,4,,482705820.0,GRBK,2025
2026-02-25,,0.8017,bmo,4,,367526838.0,BXSL,2025
2026-02-25,,0.1034,amc,4,,114004675.0,ARQT,2025
2026-02-25,,1.0898,bmo,4,,230355032.0,DIN,2025
2026-02-25,,0.4182,amc,4,,124134000.0,MIAX,2025
2026-02-25,,0.1357,amc,4,,298387852.0,ACAD,2025
2026-02-25,,0.1894,amc,4,,63159420.0,TWFG,2025
2026-02-25,,0.0,bmo,4,,51631380.0,AMRN,2025
2026-02-25,,0.2142,bmo,3,,338565203.0,CRMT,2026
2026-02-25,,0.2938,bmo,4,,11370705.0,AOMR,2025
2026-02-25,,-0.2986,amc,4,,557550300.0,SSP,2025
2026-02-25,,-0.1442,amc,4,,239990000.0,KW,2025
2026-02-25,,-0.0396,bmo,4,,18962750.0,VLN,2025
2026-02-25,,0.6766,amc,4,,254930640.0,SBLK,2025
2026-02-25,,7.1382,amc,4,,665675345.0,CHE,2025
2026-02-25,,0.7171,amc,4,,182552278.0,EPR,2025
2026-02-25,,-0.333,amc,4,,41195943.0,IONQ,2025
2026-02-25,,-0.0612,amc,4,,20706000.0,SGMO,2025
2026-02-25,,0.8314,bmo,4,,360378688.0,LIVN,2025
2026-02-25,,0.322,amc,4,,280476835.0,PNTG,2025
2026-02-25,,2.5072,amc,4,,324621324.0,EHTH,2025
2026-02-25,,0.0796,amc,4,,286493662.0,ADTN,2025
2026-02-25,,0.2866,amc,4,,1346651355.0,PR,2025
2026-02-25,,-0.2525,amc,4,,855315900.0,SBGI,2025
2026-02-25,,-0.051,amc,4,,60354930.0,PARK,2025
2026-02-25,,0.6338,amc,4,,124448843.0,NWPX,2025
2026-02-25,,-0.7652,amc,4,,1275000.0,DNLI,2025
2026-02-25,,0.5828,amc,4,,253278457.0,WHD,2025
2026-02-25,,-0.2996,amc,4,,351141084.0,PEB,2025
2026-02-25,,0.2448,amc,4,,94656000.0,LXFR,2025
2026-02-25,,,,4,,,EOS,2025
2026-02-25,,-0.0505,amc,4,,119080686.0,GNL,2025
2026-02-25,,,,4,,,ETB,2025
2026-02-25,,,,4,,,EMD,2025
2026-02-25,,2.1838,amc,4,,585436435.0,DORM,2025
2026-02-25,,-0.0204,amc,4,,72644400.0,GSAT,2025
2026-02-25,,-0.1906,amc,4,,103385872.0,RDW,2025
2026-02-25,,-0.339,amc,4,,30719340.0,RXST,2025
2026-02-25,,0.2901,amc,4,,537840900.0,KNTK,2025
2026-02-25,,1.4079,bmo,4,,2239175524.0,OC,2025
2026-02-25,,0.0663,amc,4,,37935330.0,GMRE,2025
2026-02-25,,0.6645,bmo,4,,1016858910.0,NMRK,2025
2026-02-25,,0.2958,amc,4,,122400000.0,GPRK,2025
2026-02-25,,7.0096,bmo,4,,832857815.0,UTHR,2025
2026-02-25,,,amc,4,,,HBB,2025
2026-02-25,,-0.4023,amc,4,,0.0,CMPS,2025
2026-02-25,,0.7764,amc,4,,522041154.0,NOG,2025
2026-02-25,,0.3038,amc,4,,1035276613.0,TKO,2025
2026-02-25,,0.1761,amc,4,,45614963.0,XZO,2025
2026-02-25,,-0.0765,bmo,4,,16320000.0,INVZ,2025
2026-02-25,,-0.4746,amc,4,,0.0,GPCR,2025
2026-02-25,,,,4,,,MDRR,2025
2026-02-25,,0.6735,amc,4,,64246281.0,LMAT,2025
2026-02-25,,1.3812,amc,4,,2935681849.0,EBAY,2025
2026-02-25,,,,4,,,DHIL,2025
2026-02-25,,,,4,,,FFC,2025
2026-02-25,,-0.0087,amc,4,,8299917480.0,PSKY,2025
2026-02-25,,3.6749,amc,1,,2437774051.0,SNPS,2026
2026-02-25,,2.8356,,4,,20748840.0,WINA,2025
2026-02-25,,0.0433,amc,4,,144642252.0,MIRM,2025
2026-02-25,,0.2213,amc,4,,116290608.0,XPER,2025
2026-02-25,,0.2775,amc,4,,1279764287.0,SNOW,2026
2026-02-25,,-0.1877,amc,4,,85064062.0,SDGR,2025
2026-02-25,,0.7945,bmo,4,,932861250.0,TPH,2025
2026-02-25,,-0.0918,amc,4,,181130580.0,PGRE,2025
2026-02-25,,0.6566,amc,4,,1052180704.0,PSTG,2026
2026-02-25,,0.725,amc,4,,90318592.0,SLNO,2025
2026-02-25,,-0.6666,amc,4,,583813663.0,CBZ,2025
2026-02-25,,-0.2975,amc,3,,77884243.0,AI,2026
2026-02-25,,0.8708,amc,4,,293517117.0,VSEC,2025
2026-02-25,,,,4,,,NHC,2025
2026-02-25,,,,4,,,EQC,2025
2026-02-25,,0.2368,amc,4,,187466820.0,JAMF,2025
2026-02-25,,-0.322,bmo,4,,25077424.0,RXRX,2025
2026-02-25,,1.2856,amc,4,,711360750.0,FTAI,2025
2026-02-25,,0.4996,amc,4,,513775486.0,OUT,2025
2026-02-25,,0.1428,amc,4,,122729970.0,ALKT,2025
2026-02-25,,2.2736,amc,4,,653076715.0,STRL,2025
2026-02-25,,,amc,4,,,JOE,2025
2026-02-25,,-0.0272,amc,4,,40973400.0,ZVIA,2025
2026-02-25,,0.1326,amc,4,,482296800.0,CODI,2025
2026-02-25,,0.2869,bmo,4,,338715612.0,HAYW,2025
2026-02-25,,0.8466,bmo,4,,381689610.0,ASTE,2025
2026-02-25,,-0.1798,amc,4,,10479704.0,ENVX,2025
2026-02-25,,-0.8288,amc,4,,59445600.0,PRSU,2025
2026-02-25,,2.0705,amc,4,,209928500.0,CPK,2025
2026-02-25,,0.5882,amc,4,,849081719.0,TTD,2025
2026-02-25,,0.8232,amc,4,,104625900.0,CSV,2025
2026-02-25,,0.6834,amc,4,,84160455.0,ERII,2025
2026-02-25,,5.9595,amc,4,,4547140482.0,UHS,2025
2026-02-25,,,,4,,,SBR,2025
2026-02-25,,-1.785,amc,4,,0.0,IRON,2025
2026-02-25,,1.9077,amc,4,,915911040.0,MYRG,2025
2026-02-25,,0.1717,bmo,4,,2172510000.0,IEP,2025
2026-02-25,,-0.5916,amc,4,,269554125.0,RRGB,2025
2026-02-25,,-0.2091,amc,4,,26972196.0,OSUR,2025
2026-02-25,,-0.1915,amc,4,,647939659.0,TDOC,2025
2026-02-25,,-0.0408,amc,4,,90377712.0,HNST,2025
2026-02-25,,0.1081,amc,4,,70226388.0,NPKI,2025
2026-02-25,,1.5857,amc,4,,1306496721.0,VAC,2025
2026-02-25,,-11.5645,amc,4,,268559000.0,AHT,2025
2026-02-25,,0.4563,amc,2,,724554409.0,NTNX,2026
2026-02-25,,1.0538,amc,4,,671634636.0,CHDN,2025
2026-02-25,,5.0949,amc,4,,59064120.0,ESEA,2025
2026-02-25,,1.396,amc,1,,1842772188.0,A,2026
2026-02-25,,0.1353,bmo,4,,152554440.0,ODD,2025
2026-02-25,,4.8517,amc,4,,226371300.0,HCI,2025
2026-02-25,,0.051,amc,4,,762967140.0,CAPL,2025
2026-02-25,,0.0934,amc,4,,197129106.0,GDRX,2025
2026-02-25,,-0.2713,amc,4,,1475982892.0,AGL,2025
2026-02-25,,0.178,amc,4,,215721666.0,NRDS,2025
2026-02-25,,-0.51,amc,4,,335240850.0,SNBR,2025
2026-02-25,,0.0969,amc,4,,105965250.0,DBRG,2025
2026-02-25,,-0.3142,amc,4,,390609000.0,ROOT,2025
2026-02-25,,0.0813,bmo,4,,28458000.0,ALLT,2025
2026-02-25,,0.2537,bmo,4,,7698190593.0,MDLN,2025
2026-02-25,,1.2823,amc,4,,1823087718.0,URBN,2026
2026-02-25,,0.2542,bmo,4,,756068431.0,CRCL,2025
2026-02-25,,0.0553,amc,4,,189607300.0,MEG,2025
2026-02-25,,0.333,amc,4,,286307555.0,EE,2025
2026-02-25,,-0.6817,amc,4,,0.0,JSPR,2025
2026-02-25,,-0.0723,amc,4,,50026369.0,MRVI,2025
2026-02-25,,-0.1564,amc,4,,589623495.0,CHYM,2025
2026-02-25,,0.9141,bmo,4,,720594266.0,HNI,2025
2026-02-25,,1.4022,bmo,4,,17529953839.0,TJX,2026
2026-02-25,,,,4,,,PLQC,2025
2026-02-25,,0.9991,amc,4,,130518792.0,SEZL,2025
2026-02-25,,0.2519,bmo,4,,1000748438.0,BLMN,2025
2026-02-25,,0.9284,amc,4,,803182896.0,SM,2025
2026-02-25,,0.6293,amc,4,,361585002.0,BJRI,2025
2026-02-24,,0.9199,bmo,4,,245091536.0,HRMY,2025
2026-02-24,,0.0138,bmo,4,,18396924.0,PERF,2025
2026-02-24,,0.1122,amc,4,,25588740.0,PSTL,2025
2026-02-24,,0.306,amc,4,,260034312.0,CORT,2025
2026-02-24,,0.3535,amc,4,,328113145.0,GIC,2025
2026-02-24,,0.3987,amc,4,,158834400.0,TMDX,2025
2026-02-24,,-0.757,amc,4,,149780431.0,BBIO,2025
2026-02-24,,0.1692,bmo,4,,616395006.0,CLVT,2025
2026-02-24,,0.4738,amc,4,,542797212.0,EXLS,2025
2026-02-24,,-0.0367,amc,4,,107768508.0,CLNE,2025
2026-02-24,,0.5338,amc,4,,1925760000.0,REZI,2025
2026-02-24,,0.4114,bmo,4,,357549096.0,TILE,2025
2026-02-24,,-0.3643,amc,4,,443870850.0,TALO,2025
2026-02-24,,0.2801,amc,4,,903742950.0,CSGP,2025
2026-02-24,,1.4936,bmo,4,,2712395531.0,AMT,2025
2026-02-24,,5.8048,amc,4,,375835024.0,GPOR,2025
2026-02-24,,0.4284,bmo,4,,319260000.0,WLKP,2025
2026-02-24,,-0.0505,amc,4,,71642330.0,VRE,2025
2026-02-24,,0.0024,amc,4,,171867108.0,MQ,2025
2026-02-24,,-0.3895,bmo,4,,203206276.0,APLS,2025
2026-02-24,,0.2642,amc,4,,182203844.0,ESPR,2025
2026-02-24,,0.1124,bmo,4,,187037298.0,XMTR,2025
2026-02-24,,0.2449,bmo,4,,302500837.0,SHC,2025
2026-02-24,,-0.2312,bmo,4,,561918000.0,NVRI,2025
2026-02-24,,-0.0153,amc,4,,1190925480.0,EXPI,2025
2026-02-24,,0.3238,amc,4,,80678328.0,NMFC,2025
2026-02-24,,0.0523,bmo,4,,191371604.0,PTLO,2025
2026-02-24,,11.7245,amc,4,,8637502871.0,MELI,2025
2026-02-24,,0.3949,amc,4,,1449756508.0,O,2025
2026-02-24,,0.7095,bmo,4,,295243200.0,AIN,2025
2026-02-24,,0.2707,amc,4,,165680400.0,SEI,2025
2026-02-24,,1.313,amc,4,,376719900.0,UVE,2025
2026-02-24,,-0.0707,amc,4,,18687020.0,LAB,2025
2026-02-24,,0.8054,bmo,4,,375249564.0,PLNT,2025
2026-02-24,,-0.0408,amc,4,,30621420.0,TYGO,2025
2026-02-24,,0.357,bmo,4,,848241690.0,AHCO,2025
2026-02-24,,-0.0791,amc,4,,1402500.0,HYLN,2025
2026-02-24,,0.4079,amc,4,,56650463.0,SLRC,2025
2026-02-24,,1.7028,bmo,4,,2772383299.0,FIS,2025
2026-02-24,,-1.4853,amc,4,,7049475.0,CYTK,2025
2026-02-24,,,bmo,4,,,CYD,2025
2026-02-24,,0.4668,bmo,4,,133426383.0,BOW,2025
2026-02-24,,-0.0202,amc,4,,17000572.0,FVR,2025
2026-02-24,,0.0697,bmo,4,,59930436.0,AXGN,2025
2026-02-24,,-0.3646,amc,4,,86751000.0,INGN,2025
2026-02-24,,-0.0157,amc,4,,147352311.0,TREX,2025
2026-02-24,,0.0958,amc,4,,278122457.0,CCC,2025
2026-02-24,,1.8258,,2,,7370101800.0,FERG,2026
2026-02-24,,1.0332,bmo,4,,6392185293.0,NRG,2025
2026-02-24,,0.8448,amc,4,,819114488.0,MTDR,2025
2026-02-24,,-0.0374,amc,4,,365052066.0,TEM,2025
2026-02-24,,1.6935,bmo,4,,404931523.0,AWI,2025
2026-02-24,,2.3708,amc,4,,2573638326.0,WDAY,2026
2026-02-24,,0.0833,amc,4,,144430000.0,STR,2025
2026-02-24,,0.3885,bmo,4,,242451174.0,DOCN,2025
2026-02-24,,0.6388,amc,4,,575376800.0,UIS,2025
2026-02-24,,-0.1632,amc,4,,48556722.0,DAWN,2025
2026-02-24,,1.3252,bmo,4,,3412000429.0,HSIC,2025
2026-02-24,,,,4,,,FUND,2025
2026-02-24,,0.1703,amc,4,,312369175.0,RVLV,2025
2026-02-24,,0.7684,amc,4,386000000.0,379751610.0,IPAR,2025
2026-02-24,,0.113,bmo,4,,1114797096.0,ELAN,2025
2026-02-24,,0.8976,bmo,4,,260671200.0,NOVT,2025
2026-02-24,,0.4848,bmo,4,,199446720.0,HVT,2025
2026-02-24,,0.0258,amc,4,,273002439.0,CAVA,2025
2026-02-24,,0.0738,bmo,4,,37410540.0,INFU,2025
2026-02-24,,5.2358,amc,4,,1594244965.0,FSLR,2025
2026-02-24,,0.4485,bmo,4,,196765027.0,RGEN,2025
2026-02-24,,1.9058,amc,4,,638504700.0,SPXC,2025
2026-02-24,,-0.2211,bmo,4,,65063892.0,ESTA,2025
2026-02-24,,0.153,amc,4,,51148583.0,SILA,2025
2026-02-24,,0.5252,amc,4,,1626100000.0,ODP,2025
2026-02-24,,0.2357,amc,4,,386817660.0,ZETA,2025
2026-02-24,,,,4,,,TIPT,2025
2026-02-24,,1.2362,amc,4,,34399590.0,LTC,2025
2026-02-24,,2.1096,bmo,4,,152053440.0,UFPT,2025
2026-02-24,,0.4947,amc,4,,136731000.0,RCKY,2025
2026-02-24,,1.6101,amc,4,,1297811484.0,GDDY,2025
2026-02-24,,,,4,,,JENA,2025
2026-02-24,,-0.6022,bmo,4,,35576814.0,ARVN,2025
2026-02-24,,-0.3153,amc,4,,0.0,FULC,2025
2026-02-24,,0.0583,amc,4,,473388323.0,EVH,2025
2026-02-24,,4.5594,amc,4,,864246000.0,MATX,2025
2026-02-24,,,,2,,,CIBN,2026
2026-02-24,,0.9732,amc,4,,397671021.0,MMSI,2025
2026-02-24,,-0.0094,amc,4,,149343085.0,FLYW,2025
2026-02-24,,,,4,,,QLUNF,2025
2026-02-24,,2.2141,amc,4,,5838517736.0,EOG,2025
2026-02-24,,,,4,,,TAKD,2025
2026-02-24,,-0.1122,amc,4,,49980000.0,PLYM,2025
2026-02-24,,0.8958,amc,4,,297187536.0,SLDE,2025
2026-02-24,,-0.3162,bmo,4,,223088892.0,OFIX,2025
2026-02-24,,0.4673,bmo,4,,1489398716.0,OPCH,2025
2026-02-24,,1.1236,amc,4,,370462717.0,PEN,2025
2026-02-24,,0.3188,amc,4,,246000682.0,VRRM,2025
2026-02-24,,0.1236,bmo,3,,143170000.0,GB,2026
2026-02-24,,-0.4267,amc,4,,710882187.0,BXC,2025
2026-02-24,,,,4,,,NRP,2025
2026-02-24,,1.298,amc,4,,1761803160.0,PARR,2025
2026-02-24,,0.3747,bmo,4,,1013503578.0,DRS,2025
2026-02-24,,-0.0861,amc,4,,124517724.0,CORZ,2025
2026-02-24,,-0.1007,bmo,4,,88583868.0,CIFR,2025
2026-02-24,,-0.1632,amc,4,,2550000.0,SLDP,2025
2026-02-24,,0.4988,amc,4,,3105142990.0,MOS,2025
2026-02-24,,,,4,,,TLF,2025
2026-02-24,,0.8046,amc,4,,61513040.0,AII,2025
2026-02-24,,0.288,bmo,4,,2057302090.0,AS,2025
2026-02-24,,0.0303,bmo,4,,268468100.0,XHR,2025
2026-02-24,,-0.1309,amc,4,,215607171.0,ATEC,2025
2026-02-24,,6.6474,amc,4,,1188538996.0,JAZZ,2025
2026-02-24,,-0.1775,amc,4,,6185025.0,ABCL,2025
2026-02-24,,1.1679,amc,4,,646154700.0,AMED,2025
2026-02-24,,-0.4206,amc,4,,24421350.0,CBLL,2025
2026-02-24,,-0.3468,bmo,4,,64066057.0,NXRT,2025
2026-02-24,,-0.5801,amc,4,,1173618212.0,CWH,2025
2026-02-24,,1.4928,bmo,4,,2888797590.0,EXPD,2025
2026-02-24,,-0.1751,bmo,4,,82321548.0,IOVA,2025
2026-02-24,,-0.1525,amc,4,,1313598677.0,AMC,2025
2026-02-24,,0.2917,bmo,4,,677459010.0,BRSL,2025
2026-02-24,,-1.3073,amc,4,,0.0,VERA,2025
2026-02-24,,0.3672,amc,4,,198461736.0,SUPN,2025
2026-02-24,,0.2295,amc,4,,33366750.0,LAND,2025
2026-02-24,,0.3299,amc,4,,144854028.0,SKT,2025
2026-02-24,,0.7712,amc,1,,14010263863.0,HPQ,2026
2026-02-24,,0.7306,amc,4,,744997331.0,RRC,2025
2026-02-24,,-0.3468,amc,4,,0.0,BBLG,2025
2026-02-24,,1.1723,amc,4,,815105021.0,GMED,2025
2026-02-24,,0.3278,bmo,4,,747919241.0,LTH,2025
2026-02-24,,0.612,amc,4,,241399575.0,ATRO,2025
2026-02-24,,-2.6887,amc,4,,478584000.0,LCID,2025
2026-02-24,,0.2439,amc,4,,105307737.0,CDNA,2025
2026-02-24,,0.253,bmo,4,,178194000.0,AVNS,2025
2026-02-24,,0.3968,amc,4,,514491838.0,SUI,2025
2026-02-24,,1.989,amc,4,,442291584.0,HURN,2025
2026-02-24,,,,1,,,MOBX,2026
2026-02-24,,0.5008,bmo,4,,165996258.0,IMXI,2025
2026-02-24,,2.2785,amc,4,,5352507120.0,CEG,2025
2026-02-24,,-1.441,bmo,4,,2632087633.0,WLK,2025
2026-02-24,,0.5949,bmo,4,,4404831462.0,KDP,2025
2026-02-24,,1.9022,amc,4,,936438336.0,LNW,2025
2026-02-24,,0.0713,bmo,4,,323272027.0,FWRG,2025
2026-02-24,,0.1405,bmo,4,,148280796.0,SHLS,2025
2026-02-24,,-0.2457,amc,4,,109455730.0,IMCR,2025
2026-02-24,,0.3825,amc,4,,69350993.0,CGBD,2025
2026-02-24,,-1.5797,amc,4,,0.0,PCVX,2025
2026-02-24,,0.7757,amc,4,,888364286.0,ECG,2025
2026-02-24,,0.8109,amc,4,,162078000.0,IGIC,2025
2026-02-24,,0.3958,bmo,4,,207863148.0,CECO,2025
2026-02-24,,-0.3307,amc,4,,96019821.0,PRCT,2025
2026-02-23,,0.394,bmo,4,,292449228.0,FRPT,2025
2026-02-23,,0.0606,amc,4,,,GNW,2025
2026-02-23,,1.5796,amc,4,,737626392.0,ALSN,2025
2026-02-23,,1.7877,amc,4,,470735750.0,KWR,2025
2026-02-23,,0.6273,amc,4,,100542420.0,FARO,2025
2026-02-23,,0.3592,bmo,4,,135457866.0,LINC,2025
2026-02-23,,0.3659,amc,4,,180356655.0,EVER,2025
2026-02-23,,1.5419,amc,4,,9387198812.0,OKE,2025
2026-02-23,,1.0079,amc,4,,2016793159.0,OVV,2025
2026-02-23,,-0.3366,amc,4,,54024300.0,ISPO,2025
2026-02-23,,-0.1071,amc,4,,38300857.0,BLZE,2025
2026-02-23,,1.4824,amc,4,,1146524625.0,CIVI,2025
2026-02-23,,-0.1285,amc,4,,56505164.0,SIBN,2025
2026-02-23,,0.6814,bmo,4,,3726364541.0,D,2025
2026-02-23,,0.0209,amc,4,,303700940.0,HLX,2025
2026-02-23,,1.6218,amc,4,,1048988400.0,ERIE,2025
2026-02-23,,0.7289,amc,4,,1225833323.0,VVX,2025
2026-02-23,,0.2555,amc,4,,212488850.0,PRA,2025
2026-02-23,,1.7591,amc,4,,379754160.0,ADUS,2025
2026-02-23,,0.229,amc,4,,513396600.0,UCTT,2025
2026-02-23,,0.399,bmo,4,,576306000.0,SCL,2025
2026-02-23,,-0.1836,,1,,5125500.0,OTLK,2026
2026-02-23,,0.1659,amc,4,,316904670.0,PAY,2025
2026-02-23,,0.2346,,4,,112850760.0,CPSS,2025
2026-02-23,,,,3,,,TESI,2025
2026-02-23,,-0.9869,amc,4,,6365636.0,IDYA,2025
2026-02-23,,0.1122,amc,4,,77720532.0,HSTM,2025
2026-02-23,,,,4,,,MSVB,2025
2026-02-23,,0.163,amc,4,,1465398758.0,BCC,2025
2026-02-23,,0.1618,amc,4,,334423442.0,KTOS,2025
2026-02-23,,1.0377,amc,4,,379600650.0,SKWD,2025
2026-02-23,,0.0093,amc,4,,62965691.0,BASE,2026
2026-02-23,,5.2677,amc,4,,2266586955.0,BHF,2025
2026-02-23,,0.6638,amc,4,,155753235.0,ADEA,2025
2026-02-23,,-0.6813,bmo,4,,196487077.0,AXSM,2025
2026-02-23,,-0.9559,amc,4,,7217601.0,BCYC,2025
2026-02-23,,,,4,,,BTO,2025
2026-02-23,,-0.2278,amc,4,,242992335.0,AESI,2025
2026-02-23,,-0.097,amc,4,,147456636.0,TARS,2025
2026-02-23,,1.7136,amc,4,,323132663.0,TNC,2025
2026-02-23,,-0.3825,amc,4,,104754000.0,CNNE,2025
2026-02-23,,0.5381,amc,4,,173372205.0,PLOW,2025
2026-02-23,,,,4,,,WENN,2025
2026-02-23,,0.0168,amc,4,,142389800.0,TTI,2025
2026-02-23,,,,4,,,WBHC,2025
2026-02-23,,-0.0162,amc,4,,211128861.0,MYGN,2025
2026-02-23,,1.2191,amc,4,,725008188.0,RHP,2025
2026-02-23,,-0.1112,amc,4,,185599903.0,ACVA,2025
2026-02-23,,,,4,,,CNDA,2025
2026-02-23,,1.1004,amc,4,,1429116492.0,UFPI,2025
2026-02-23,,-0.2788,amc,4,,118794636.0,OPAD,2025
2026-02-23,,,,4,,,BGFV,2025
2026-02-23,,,,4,,,AGIG,2025
2026-02-23,,0.2346,amc,4,,,BRDG,2025
2026-02-23,,-0.0816,bmo,4,,7600356.0,CRGO,2025
2026-02-23,,-0.1964,amc,4,,268215803.0,BBBY,2025
2026-02-23,,1.0119,amc,4,,1851783990.0,PRIM,2025
2026-02-23,,2.7885,amc,4,,428863160.0,ZD,2025
2026-02-23,,-0.3604,amc,4,,0.0,PEPG,2025
2026-02-23,,,,3,,,TLSS,2025
2026-02-23,,0.637,amc,4,,844173552.0,BMRN,2025
2026-02-23,,2.1505,amc,4,,3409592647.0,FANG,2025
2026-02-23,,0.0332,amc,4,,631606103.0,HIMS,2025
2026-02-23,,0.0875,amc,4,,91811454.0,OLO,2025
2026-02-23,,5.4242,bmo,4,,1534616179.0,DPZ,2025
2026-02-23,,-0.1768,amc,4,,396817556.0,DHC,2025
2026-02-23,,2.0352,amc,1,,1570846920.0,KEYS,2026
2026-02-23,,-0.4937,amc,4,,23414830.0,VIR,2025
2026-02-23,,0.1125,bmo,4,,121610736.0,WGS,2025
2026-02-23,,0.1326,amc,4,,328694388.0,APLE,2025
2026-02-23,,0.1707,amc,4,,577745340.0,SGHC,2025
2026-02-23,,0.3335,amc,4,,,INVX,2025
2026-02-23,,0.266,amc,4,,102153167.0,BSM,2025
2026-02-23,,,amc,4,,,PRPO,2025
2026-02-23,,1.9672,amc,4,,1011343596.0,JBTM,2025
2026-02-23,,0.2337,amc,4,,300697200.0,MAX,2025
2026-02-23,,0.3082,amc,4,,437687467.0,VNOM,2025
2026-02-23,,0.1061,bmo,4,,88604017.0,DEA,2025
2026-02-23,,,bmo,4,,,YSG,2025
2026-02-23,,-0.2071,amc,4,,66599400.0,OSG,2025
2026-02-23,,-0.0755,amc,4,,92727271.0,SMMT,2025
2026-02-23,,-3.8848,amc,4,,245845092.0,CTEV,2025
2026-02-23,,0.816,amc,4,,257318796.0,SSTK,2025
2026-02-23,,-0.2601,amc,4,,642044508.0,FWRD,2025
2026-02-23,,1.0302,amc,4,,67269612.0,IIPR,2025
2026-02-23,,0.9016,amc,4,,864416340.0,BWXT,2025
2026-02-22,,,,2,,,GROW,2026
